component,rank,feature,loading,abs_loading,pc_var_pct
10,8,atom_label_oh_7,0.18476611375808716,0.18476611375808716,3.5821736
11,1,Residue Name_Aspartate,0.5880458354949951,0.5880458354949951,3.4197
11,2,Residue Name_Glutamate,-0.5552130341529846,0.5552130341529846,3.4197
11,3,recalculated_z,0.3005075752735138,0.3005075752735138,3.4197
11,4,Residue Name_Lysine,0.2848939299583435,0.2848939299583435,3.4197
11,5,Residue Name_Histidine,-0.20055215060710907,0.20055215060710907,3.4197
11,6,Perm_QuadXY,0.1675715446472168,0.1675715446472168,3.4197
11,7,atom_label_oh_2,0.12293154746294022,0.12293154746294022,3.4197
11,8,Dipole_Z,-0.11466097831726074,0.11466097831726074,3.4197
12,1,atom_label_oh_3,0.377856969833374,0.377856969833374,3.1937757
12,2,atom_label_oh_8,-0.36803779006004333,0.36803779006004333,3.1937757
12,3,atom_label_oh_2,-0.34918922185897827,0.34918922185897827,3.1937757
12,4,recalculated_z,0.2981301546096802,0.2981301546096802,3.1937757
12,5,SASA_Value,-0.2596767842769623,0.2596767842769623,3.1937757
12,6,atom_label_oh_4,0.25448670983314514,0.25448670983314514,3.1937757
12,7,Residue Name_Histidine,-0.2224988043308258,0.2224988043308258,3.1937757
12,8,recalculated_x,0.21298649907112122,0.21298649907112122,3.1937757
13,1,Residue Name_Tyrosine,0.38828808069229126,0.38828808069229126,3.0787587
13,2,atom_label_oh_9,-0.3657541871070862,0.3657541871070862,3.0787587
13,3,recalculated_y,-0.3644421398639679,0.3644421398639679,3.0787587
13,4,Residue Name_Cysteine,-0.3345643877983093,0.3345643877983093,3.0787587
13,5,Dipole_Z,0.30951881408691406,0.30951881408691406,3.0787587
13,6,Residue Name_Lysine,0.2628561556339264,0.2628561556339264,3.0787587
13,7,recalculated_z,-0.21064160764217377,0.21064160764217377,3.0787587
13,8,is_protonated,0.15579985082149506,0.15579985082149506,3.0787587
14,1,Residue Name_Tyrosine,0.4352409243583679,0.4352409243583679,2.8495522
14,2,Residue Name_Lysine,-0.4147927165031433,0.4147927165031433,2.8495522
14,3,atom_label_oh_7,0.27805405855178833,0.27805405855178833,2.8495522
14,4,Perm_DipZ,0.2595360279083252,0.2595360279083252,2.8495522
14,5,atom_label_oh_6,-0.2556822597980499,0.2556822597980499,2.8495522
14,6,Dipole_Z,-0.23639419674873352,0.23639419674873352,2.8495522
14,7,atom_label_oh_4,-0.20219813287258148,0.20219813287258148,2.8495522
14,8,atom_label_oh_9,-0.1928185224533081,0.1928185224533081,2.8495522
15,1,Perm_QuadXZ,0.5675304532051086,0.5675304532051086,2.668457
15,2,Perm_QuadZZ,0.5389134287834167,0.5389134287834167,2.668457
15,3,Perm_DipY,-0.40010759234428406,0.40010759234428406,2.668457
15,4,Perm_QuadYZ,-0.17899224162101746,0.17899224162101746,2.668457
15,5,atom_label_oh_7,-0.160529226064682,0.160529226064682,2.668457
15,6,recalculated_z,0.15576738119125366,0.15576738119125366,2.668457
15,7,atom_label_oh_4,0.1505500078201294,0.1505500078201294,2.668457
15,8,atom_label_oh_6,0.14588050544261932,0.14588050544261932,2.668457
