pdb_id,job_type,job_script,job_id,status,notes
1JBB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1JBB_tinker.job,5859161,submitted,
1JHB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1JHB_tinker.job,5859163,submitted,
1KTE,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1KTE_tinker.job,5859166,submitted,
1KVR,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1KVR_tinker.job,5859168,submitted,
1KXI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1KXI_tinker.job,5859170,submitted,
1L54,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1L54_tinker.job,5859174,submitted,
1L98,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1L98_tinker.job,5859175,submitted,
1LJU,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1LJU_tinker.job,5859178,submitted,
1LNI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1LNI_tinker.job,5859179,submitted,
1LZ1,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1LZ1_tinker.job,5859181,submitted,
1MBC,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1MBC_tinker.job,5859183,submitted,
1MEK,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1MEK_tinker.job,5859186,submitted,
1MUT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1MUT_tinker.job,5859188,submitted,
1NLX,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1NLX_tinker.job,5859191,submitted,
1O73,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1O73_tinker.job,5859193,submitted,
1P5F,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1P5F_tinker.job,5859195,submitted,
1PGB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1PGB_tinker.job,5859197,submitted,
1POH,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1POH_tinker.job,5859201,submitted,
1PPF,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1PPF_tinker.job,5859203,submitted,
1PPN,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1PPN_tinker.job,5859204,submitted,
1PPO,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1PPO_tinker.job,5859205,submitted,
1PRW,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1PRW_tinker.job,5859207,submitted,
1QH7,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1QH7_tinker.job,5859209,submitted,
1QK1,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1QK1_tinker.job,5859211,submitted,
1QLP,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1QLP_tinker.job,5859212,submitted,
1QT8,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1QT8_tinker.job,5859215,submitted,
1ST9,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1ST9_tinker.job,5859217,submitted,
1STN,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1STN_tinker.job,5859219,submitted,
1SU9,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1SU9_tinker.job,5859220,submitted,
1THE,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1THE_tinker.job,5859222,submitted,
1U2U,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1U2U_tinker.job,5859223,submitted,
1UBQ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1UBQ_tinker.job,5859224,submitted,
1V57,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1V57_tinker.job,5859227,submitted,
1VII,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1VII_tinker.job,5859229,submitted,
1XNB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1XNB_tinker.job,5859230,submitted,
1XOB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1XOB_tinker.job,5859232,submitted,
1YMB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1YMB_tinker.job,5859236,submitted,
1YPH,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1YPH_tinker.job,5859238,submitted,
1YPI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1YPI_tinker.job,5859239,submitted,
1YPT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1YPT_tinker.job,5859241,submitted,
2BUS,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2BUS_tinker.job,5859242,submitted,
2CI2,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2CI2_tinker.job,5859245,submitted,
2CPL,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2CPL_tinker.job,5859246,submitted,
2FD3,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2FD3_tinker.job,5859247,submitted,
2FWF,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2FWF_tinker.job,5859251,submitted,
2HNP,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2HNP_tinker.job,5859253,submitted,
2KIX,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2KIX_tinker.job,5859257,submitted,
2L6X,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2L6X_tinker.job,5859260,submitted,
2L90,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2L90_tinker.job,5859261,submitted,
2LZM,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2LZM_tinker.job,5859263,submitted,
2O89,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2O89_tinker.job,5859265,submitted,
2OEO,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2OEO_tinker.job,5859267,submitted,
2OXP,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2OXP_tinker.job,5859270,submitted,
2PPT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2PPT_tinker.job,5859271,submitted,
2RBM,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2RBM_tinker.job,5859275,submitted,
2RKS,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2RKS_tinker.job,5859277,submitted,
2RN2,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2RN2_tinker.job,5859279,submitted,
2RVQ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2RVQ_tinker.job,5859280,submitted,
2TGA,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2TGA_tinker.job,5859283,submitted,
2TRX,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2TRX_tinker.job,5859284,submitted,
2V8N,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2V8N_tinker.job,5859286,submitted,
2ZTA,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2ZTA_tinker.job,5859288,submitted,
3BDC,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3BDC_tinker.job,5859292,submitted,
3C1E,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3C1E_tinker.job,5859294,submitted,
3C1F,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3C1F_tinker.job,5859296,submitted,
3D4D,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3D4D_tinker.job,5859298,submitted,
3DMU,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3DMU_tinker.job,5859300,submitted,
3E5S,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3E5S_tinker.job,5859301,submitted,
3EBX,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3EBX_tinker.job,5859302,submitted,
3EJI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3EJI_tinker.job,5859304,submitted,
3ERO,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3ERO_tinker.job,5859306,submitted,
3ERQ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3ERQ_tinker.job,5859307,submitted,
3EVQ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3EVQ_tinker.job,5859310,submitted,
3FT7,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3FT7_tinker.job,5859313,submitted,
3FX5,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3FX5_tinker.job,5859315,submitted,
3H6M,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3H6M_tinker.job,5859317,submitted,
3HZX,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3HZX_tinker.job,5859318,submitted,
3ITP,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3ITP_tinker.job,5859319,submitted,
3P75,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3P75_tinker.job,5859321,submitted,
3QOJ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3QOJ_tinker.job,5859323,submitted,
3QOL,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3QOL_tinker.job,5859325,submitted,
3RUZ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3RUZ_tinker.job,5859327,submitted,
3SK5,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3SK5_tinker.job,5859329,submitted,
3SSI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3SSI_tinker.job,5859332,submitted,
3TP7,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3TP7_tinker.job,5859334,submitted,
3TP8,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3TP8_tinker.job,5859336,submitted,
3WU2,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3WU2_tinker.job,5859337,submitted,
4BYA,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4BYA_tinker.job,5859340,submitted,
4EQP,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4EQP_tinker.job,5859343,submitted,
4HHB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4HHB_tinker.job,5859344,submitted,
4HMI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4HMI_tinker.job,5859348,submitted,
4HMJ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4HMJ_tinker.job,5859351,submitted,
4ICB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4ICB_tinker.job,5859352,submitted,
4KY5,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4KY5_tinker.job,5859355,submitted,
4KY6,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4KY6_tinker.job,5859356,submitted,
4KY7,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4KY7_tinker.job,5859357,submitted,
4LZT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4LZT_tinker.job,5859359,submitted,
4MA9,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4MA9_tinker.job,5859361,submitted,
4PTI,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4PTI_tinker.job,5859363,submitted,
4QYT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4QYT_tinker.job,5859366,submitted,
4XLL,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4XLL_tinker.job,5859367,submitted,
4YIJ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_4YIJ_tinker.job,5859369,submitted,
5DEH,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5DEH_tinker.job,5859372,submitted,
5E1F,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5E1F_tinker.job,5859374,submitted,
5E3F,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5E3F_tinker.job,5859377,submitted,
5EGT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5EGT_tinker.job,5859378,submitted,
5I6W,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5I6W_tinker.job,5859381,submitted,
5I6Y,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5I6Y_tinker.job,5859382,submitted,
5IIF,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5IIF_tinker.job,5859386,submitted,
5ISR,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5ISR_tinker.job,5859388,submitted,
5J1Z,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5J1Z_tinker.job,5859392,submitted,
5JAV,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5JAV_tinker.job,5859393,submitted,
5KGU,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5KGU_tinker.job,5859395,submitted,
5KIX,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_5KIX_tinker.job,5859397,submitted,
6EEG,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_6EEG_tinker.job,5859401,submitted,
6GST,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_6GST_tinker.job,5859402,submitted,
7M2Z,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_7M2Z_tinker.job,5859403,submitted,
7RSA,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_7RSA_tinker.job,5859406,submitted,
8I41,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_8I41_tinker.job,5859408,submitted,
8UOZ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_8UOZ_tinker.job,5859410,submitted,
9RNT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_9RNT_tinker.job,5859412,submitted,
