variant,seed,fold,MAE,RMSE,N
Charge,314,7,0.8627280227599607,1.3344242715887813,31
Charge,314,8,0.7247228545527304,1.020161589362199,31
Charge,314,9,0.7502256516487368,1.0979552870366875,31
Charge,314,10,0.5565240075511317,0.7951374234435112,31
InducedDip,42,1,0.46877060830593104,0.6851610225519608,32
InducedDip,42,2,0.6522480547428132,1.021655070518884,32
InducedDip,42,3,0.7843466420327464,1.2662417384815874,31
InducedDip,42,4,0.5226580712103074,0.7528132865609402,31
InducedDip,42,5,0.6764711026222475,0.99230818207634,31
InducedDip,42,6,0.7059221729155511,1.3115551925177966,31
InducedDip,42,7,0.8929875858368413,1.3564178904358823,31
InducedDip,42,8,0.7145348671943911,1.0063750895591268,31
InducedDip,42,9,0.7471657722227035,1.1539122413448082,31
InducedDip,42,10,0.5899934153403005,0.8764453818562882,31
InducedDip,1,1,0.5038180947303772,0.7552752488223755,32
InducedDip,1,2,0.6339557394385338,1.0938885566919598,32
InducedDip,1,3,0.7722891761410621,1.311494195722147,31
InducedDip,1,4,0.567946764730638,0.8247539100014566,31
InducedDip,1,5,0.6690498090559437,1.0036619299707061,31
InducedDip,1,6,0.7028004354046239,1.2689612549029943,31
InducedDip,1,7,0.8889247640486687,1.3744375637429982,31
InducedDip,1,8,0.6941679985292496,0.9735379137435191,31
InducedDip,1,9,0.7253542023320353,1.156078681288492,31
InducedDip,1,10,0.5719604261459844,0.8957210840681992,31
InducedDip,7,1,0.47948656976222986,0.7215381588798019,32
InducedDip,7,2,0.6786920726299286,1.0192074745274118,32
InducedDip,7,3,0.7898275390748054,1.2501983074604843,31
InducedDip,7,4,0.6320769709925496,0.8719897648396744,31
InducedDip,7,5,0.6564236917803364,0.9790528054274794,31
InducedDip,7,6,0.6852193032541584,1.2724898668941629,31
InducedDip,7,7,0.890538796301811,1.3575046500854386,31
InducedDip,7,8,0.6679398936610067,0.9733069709521921,31
InducedDip,7,9,0.7887516867729923,1.1101432402667726,31
InducedDip,7,10,0.5486534872362689,0.8088584252075339,31
InducedDip,123,1,0.5078965350985526,0.8193527552767966,32
InducedDip,123,2,0.6679718270897865,0.9742457689935143,32
InducedDip,123,3,0.7906132359658516,1.3123422992287432,31
InducedDip,123,4,0.6319713746347735,0.903922692964443,31
InducedDip,123,5,0.6553587682785527,0.9597944497430629,31
InducedDip,123,6,0.6872746482972175,1.2985103860010836,31
InducedDip,123,7,0.8895822225078461,1.3050283676069263,31
InducedDip,123,8,0.718155030281313,1.0141107479056974,31
InducedDip,123,9,0.7578294200281943,1.0667364837045918,31
InducedDip,123,10,0.5644353282067083,0.8413197212354672,31
InducedDip,2026,1,0.4846802428364754,0.7406963337682365,32
InducedDip,2026,2,0.6804594770073893,0.9705130230616718,32
InducedDip,2026,3,0.7891917767063263,1.3026380891036713,31
InducedDip,2026,4,0.6063381395032328,0.7848491187990957,31
InducedDip,2026,5,0.7036484749086441,1.0108263881930022,31
InducedDip,2026,6,0.701964593702747,1.2612409683029733,31
InducedDip,2026,7,0.8579973674589589,1.2814663444975718,31
InducedDip,2026,8,0.7137224289678759,1.030805095605978,31
InducedDip,2026,9,0.7571707771670434,1.0812220987124528,31
InducedDip,2026,10,0.5652135802853492,0.8021765268288891,31
InducedDip,17,1,0.4827274754643441,0.6967010798009536,32
InducedDip,17,2,0.6554286852478981,0.9865391488047842,32
InducedDip,17,3,0.7786693803725704,1.307519197040522,31
InducedDip,17,4,0.6607418829394925,0.8248556356576018,31
InducedDip,17,5,0.6616381675966324,0.959655040140871,31
InducedDip,17,6,0.715618041253859,1.2438990698834231,31
InducedDip,17,7,0.8821697504289688,1.357812851194118,31
InducedDip,17,8,0.7277675444079984,1.0539299943205536,31
InducedDip,17,9,0.7679123878479003,1.194815981368159,31
InducedDip,17,10,0.5606642461592151,0.8161316650053363,31
InducedDip,99,1,0.4590807929635048,0.7216497575803751,32
InducedDip,99,2,0.6576455384492875,1.028500934104653,32
InducedDip,99,3,0.7898590180181687,1.263118872680352,31
InducedDip,99,4,0.6162328258637458,0.8353412764778488,31
InducedDip,99,5,0.6670485465757309,0.9825589505459831,31
InducedDip,99,6,0.705527497876075,1.266049247697024,31
InducedDip,99,7,0.8767683621375791,1.357326025526692,31
InducedDip,99,8,0.7094185890689972,1.019101675104449,31
InducedDip,99,9,0.7367109944743494,1.075283223764788,31
InducedDip,99,10,0.5730319484587638,0.8793972912188907,31
InducedDip,314,1,0.45178064703941345,0.7832562062149592,32
InducedDip,314,2,0.7033525183796883,1.0730610119551172,32
InducedDip,314,3,0.7814408194634223,1.2985890595626157,31
InducedDip,314,4,0.6368834510926278,0.911088945806711,31
InducedDip,314,5,0.6347012596745645,0.8942396034254154,31
InducedDip,314,6,0.7003289115044378,1.3026080862916636,31
InducedDip,314,7,0.8759448412925968,1.3235645424887024,31
InducedDip,314,8,0.7250563175447525,1.041065012336953,31
InducedDip,314,9,0.7211203036769743,1.1179744555212818,31
InducedDip,314,10,0.5485000994897656,0.7953440523896357,31
PermDip,42,1,0.4584638327360153,0.7358088908601182,32
PermDip,42,2,0.6680278927087786,1.1336287721592917,32
PermDip,42,3,0.788687482956917,1.3254375390695854,31
PermDip,42,4,0.6657812979913527,0.9116319726925433,31
PermDip,42,5,0.6761179508701447,0.9277107782216882,31
PermDip,42,6,0.7070838866695283,1.2298531446002088,31
PermDip,42,7,0.8901428907148301,1.3701420491535714,31
PermDip,42,8,0.7311525267939414,1.069635791650538,31
PermDip,42,9,0.7651736351751512,1.0519673568322156,31
PermDip,42,10,0.5905315722188642,0.8086150473348125,31
PermDip,1,1,0.5122290179133413,0.8199360209076799,32
PermDip,1,2,0.6667082011699677,1.0931958727998776,32
PermDip,1,3,0.7866410670741912,1.2960525566541965,31
PermDip,1,4,0.5647395426227199,0.8035357068812851,31
PermDip,1,5,0.6687740971965175,1.0412857263068824,31
PermDip,1,6,0.6809510877055507,1.2941692609787747,31
PermDip,1,7,0.8913313534951979,1.368103518518487,31
PermDip,1,8,0.7160377579350625,1.032488553971758,31
PermDip,1,9,0.7578712048069124,1.0574325792280412,31
PermDip,1,10,0.5667491958987328,0.7773462873217587,31
PermDip,7,1,0.43881092220544815,0.7063844546369429,32
PermDip,7,2,0.7059760689735414,1.0591725207421174,32
PermDip,7,3,0.7804441221298709,1.2876836009007622,31
PermDip,7,4,0.6205100167182184,0.9598199686344612,31
PermDip,7,5,0.6572722158124371,0.923803737607851,31
PermDip,7,6,0.6908194941859093,1.2588082173595712,31
PermDip,7,7,0.8824192516265377,1.3458759274667642,31
PermDip,7,8,0.7050856774853121,0.9995314569558419,31
PermDip,7,9,0.7713220504022412,1.1384471209946172,31
PermDip,7,10,0.5898623389582478,0.8019620015011888,31
PermDip,123,1,0.5108001753687859,0.8721835012512563,32
PermDip,123,2,0.6595090627670289,1.0340330403147031,32
PermDip,123,3,0.7922044646355414,1.3361581681757455,31
PermDip,123,4,0.613874166242538,0.8813941925103951,31
PermDip,123,5,0.6547947775933051,0.9234591045822204,31
PermDip,123,6,0.7102545076800931,1.2698633926499612,31
PermDip,123,7,0.8897675198893394,1.342960495060755,31
PermDip,123,8,0.707124610101023,1.0230754621152665,31
PermDip,123,9,0.7475235923644035,1.0621619334754822,31
PermDip,123,10,0.5956467120878157,0.874841734068588,31
PermDip,2026,1,0.4873920753598213,0.7712493817036874,32
PermDip,2026,2,0.6107637211680413,0.8822918260027404,32
PermDip,2026,3,0.788229726975964,1.3138720655605005,31
PermDip,2026,4,0.5974487643088062,0.7977745792470256,31
PermDip,2026,5,0.6372707889926049,0.903305643971109,31
PermDip,2026,6,0.6815090948535553,1.2752990941583633,31
PermDip,2026,7,0.8816205032410162,1.3455998590560891,31
PermDip,2026,8,0.7293209952692832,1.0235136479367464,31
PermDip,2026,9,0.78028396637209,1.0758570868148671,31
PermDip,2026,10,0.5867621744832686,0.8220992627366503,31
PermDip,17,1,0.44145776331424724,0.6644137581241425,32
PermDip,17,2,0.6765913441777229,1.0015868472191034,32
PermDip,17,3,0.7717601791504891,1.3079327306145547,31
PermDip,17,4,0.5481695205934585,0.7317688079615778,31
PermDip,17,5,0.6693382417002032,0.8912601533283812,31
PermDip,17,6,0.7004989193331813,1.2657878165094527,31
PermDip,17,7,0.8929957766686717,1.353695229850925,31
PermDip,17,8,0.6954313324343774,0.98121765963742,31
PermDip,17,9,0.7506800005512854,1.0804683605542382,31
PermDip,17,10,0.585494541352795,0.7907756883754026,31
PermDip,99,1,0.4578666538000109,0.6947270889971713,32
PermDip,99,2,0.7014378979802134,1.1474501939878416,32
PermDip,99,3,0.774539255326794,1.3158029668806814,31
PermDip,99,4,0.5089199466090047,0.7023475449903385,31
PermDip,99,5,0.6528363150935019,0.8961128364767781,31
PermDip,99,6,0.7088017848230178,1.2902763776003479,31
PermDip,99,7,0.8834552495710313,1.3205504728883368,31
PermDip,99,8,0.7258198184351767,1.052453333991429,31
PermDip,99,9,0.7588993349382955,1.0675982792296168,31
PermDip,99,10,0.5467968525425079,0.8145191170156586,31
PermDip,314,1,0.5005040764808654,0.8450191492514809,32
PermDip,314,2,0.6734225600957872,0.9888012217225812,32
PermDip,314,3,0.7686173146770846,1.2491027363886744,31
PermDip,314,4,0.7031225542868337,0.8873335605861056,31
PermDip,314,5,0.670895891804849,0.9830485215022733,31
PermDip,314,6,0.7057620479214576,1.3064172122986364,31
PermDip,314,7,0.8966892034776749,1.3548876349932921,31
PermDip,314,8,0.6150503043205506,0.8566368649597818,31
PermDip,314,9,0.7775958584200952,1.0705196647442066,31
PermDip,314,10,0.5711629083079676,0.8419831496533121,31
BothDip,42,1,0.4912959039211272,0.7859489522692872,32
BothDip,42,2,0.7112735211849215,1.1521326432623071,32
BothDip,42,3,0.7958583216513354,1.292826085909942,31
BothDip,42,4,0.5474365988085347,0.8267967221207028,31
BothDip,42,5,0.6433047479198825,0.950128011396278,31
BothDip,42,6,0.6981137875587711,1.257331573280706,31
BothDip,42,7,0.8927295169522687,1.3571848727548745,31
BothDip,42,8,0.7490495097252631,1.0629927667350096,31
BothDip,42,9,0.7819331384474234,1.1838925144176473,31
BothDip,42,10,0.5790016497335126,0.8357138638425896,31
BothDip,1,1,0.4997796639800071,0.8510834229771539,32
BothDip,1,2,0.6705113351345064,1.0858784251225766,32
BothDip,1,3,0.7982096672058104,1.2641779730649199,31
BothDip,1,4,0.6837723255157471,0.9830033843005848,31
BothDip,1,5,0.6626062393188477,0.9473456768647672,31
BothDip,1,6,0.6822992986248385,1.29974071364851,31
BothDip,1,7,0.8985942525248374,1.3455883954722971,31
BothDip,1,8,0.7261798766351515,1.036776246436885,31
BothDip,1,9,0.7513985095485566,1.0365688904694463,31
BothDip,1,10,0.5907182539663007,0.8299995492344716,31
BothDip,7,1,0.4827809855341913,0.7941938397087348,32
BothDip,7,2,0.6356630325317383,0.9350619670089333,32
BothDip,7,3,0.7912244719843711,1.3237580444260166,31
BothDip,7,4,0.5478439331054688,0.7775927259948524,31
BothDip,7,5,0.6350773995922457,0.9104367059360475,31
BothDip,7,6,0.6984373984798311,1.2886306293467693,31
BothDip,7,7,0.9041350310848606,1.334695336657128,31
BothDip,7,8,0.7249071136597665,1.026089373482834,31
BothDip,7,9,0.7676824369738179,1.106627768311419,31
BothDip,7,10,0.5672714940963254,0.9151324226062875,31
BothDip,123,1,0.5021226927638054,0.7338755870946752,32
BothDip,123,2,0.6924048736691476,1.0468366154379531,32
BothDip,123,3,0.7948299300286077,1.2890683853714777,31
BothDip,123,4,0.6232869625091553,0.8684511796601103,31
BothDip,123,5,0.6526670609751055,0.8895032500271784,31
BothDip,123,6,0.6829942426373883,1.2567542662403084,31
BothDip,123,7,0.8913334992624098,1.3538813862754355,31
BothDip,123,8,0.7177492572415259,1.0205534795938345,31
BothDip,123,9,0.7573070603032267,1.0619934625700505,31
BothDip,123,10,0.6074481010437012,0.866400513110217,31
BothDip,2026,1,0.47637613117694855,0.7408691312653922,32
BothDip,2026,2,0.6565902903676034,0.9735305350005438,32
BothDip,2026,3,0.7854629408928656,1.3151123729005139,31
BothDip,2026,4,0.5412723864278486,0.7169891025922096,31
BothDip,2026,5,0.6437134665827597,0.8867613368464591,31
BothDip,2026,6,0.6896301469495221,1.2740503269712338,31
BothDip,2026,7,0.9037988608883274,1.3293515660122246,31
BothDip,2026,8,0.7119039258649272,1.0237230121827496,31
BothDip,2026,9,0.7832143306732178,1.0588443345963228,31
BothDip,2026,10,0.5675582347377653,0.8522044784758633,31
BothDip,17,1,0.4748506844043733,0.6972448185106608,32
BothDip,17,2,0.6981098502874377,1.0990521573584904,32
BothDip,17,3,0.7827096293049474,1.3264156931013835,31
BothDip,17,4,0.6594648207387617,0.836510375582879,31
BothDip,17,5,0.6757537395723404,0.9939382455829274,31
BothDip,17,6,0.6851740652515044,1.2533004629073126,31
BothDip,17,7,0.8799128955410374,1.3337757821844027,31
BothDip,17,8,0.7137933315769318,0.9771141543079859,31
BothDip,17,9,0.7432919779131488,1.093215449039652,31
BothDip,17,10,0.5619538214898878,0.8868859268511324,31
BothDip,99,1,0.41886691749095917,0.7386453873728004,32
BothDip,99,2,0.6634340435266496,1.0542913072648552,32
BothDip,99,3,0.7658441682015696,1.2816097187431226,31
BothDip,99,4,0.6842385415107974,1.007929009327544,31
BothDip,99,5,0.6459436416625977,0.9101723916582776,31
BothDip,99,6,0.6967880725860597,1.2613578679806117,31
BothDip,99,7,0.900510976391454,1.3561608134137415,31
BothDip,99,8,0.7158559829958023,0.9716226248722014,31
BothDip,99,9,0.730590420384561,1.103589564040146,31
BothDip,99,10,0.5776237826193532,0.8128576463980993,31
BothDip,314,1,0.44183659553527843,0.6956150708663987,32
BothDip,314,2,0.6229808926582338,0.9344483641668483,32
BothDip,314,3,0.7877011452951738,1.2961122427205525,31
BothDip,314,4,0.5184232419536958,0.7465391415517963,31
BothDip,314,5,0.6363097929185436,0.941737183333652,31
BothDip,314,6,0.6716043641490322,1.238115679596381,31
BothDip,314,7,0.8875828981399537,1.3526643260899402,31
BothDip,314,8,0.7275456305473081,1.0284698247917405,31
BothDip,314,9,0.7387389213808121,1.0473476012714933,31
BothDip,314,10,0.5493220436957574,0.7803773263976038,31
CoulombEdge,42,1,0.487567588686943,0.7494616051032725,32
CoulombEdge,42,2,0.6732185333967209,1.0834106062586197,32
CoulombEdge,42,3,0.7727372569422568,1.2639011513801215,31
CoulombEdge,42,4,0.6935431803426435,0.9071974306513467,31
CoulombEdge,42,5,0.6825004008508497,0.9679643553635116,31
CoulombEdge,42,6,0.7033047368449551,1.321181315977734,31
CoulombEdge,42,7,0.9035502133830902,1.3703635133314356,31
CoulombEdge,42,8,0.6794588104371102,0.9526848699410054,31
CoulombEdge,42,9,0.7777293574425482,1.1401723686931842,31
CoulombEdge,42,10,0.550379183984572,0.8367772837165675,31
CoulombEdge,1,1,0.4546126872301101,0.6746555268510299,32
CoulombEdge,1,2,0.7166017144918443,1.148706438849899,32
CoulombEdge,1,3,0.7958621286576792,1.2579900990935367,31
CoulombEdge,1,4,0.6403388131049371,0.9126509520904239,31
CoulombEdge,1,5,0.6626654747993715,0.8945050722198271,31
CoulombEdge,1,6,0.700579789377028,1.2556244560170033,31
CoulombEdge,1,7,0.8962524667862924,1.362137806647007,31
CoulombEdge,1,8,0.7263160520984281,1.0416789167650309,31
CoulombEdge,1,9,0.7732026192449757,1.1078874410629265,31
CoulombEdge,1,10,0.5611861059742589,0.883879441472709,31
CoulombEdge,7,1,0.462699256837368,0.6899729046988523,32
CoulombEdge,7,2,0.666625440120697,1.0588961707848044,32
CoulombEdge,7,3,0.7833037684040683,1.292194564851216,31
CoulombEdge,7,4,0.5924114258058609,0.8645922159489393,31
CoulombEdge,7,5,0.6795493325879497,0.9514076949948475,31
CoulombEdge,7,6,0.7043275756220664,1.305978364603974,31
CoulombEdge,7,7,0.8818669280698224,1.3387799611731768,31
CoulombEdge,7,8,0.720571664071852,1.048836819999956,31
CoulombEdge,7,9,0.7253054495780699,1.0392307386362227,31
CoulombEdge,7,10,0.5717227766590733,0.7669441778415895,31
CoulombEdge,123,1,0.4654765352606772,0.6920145060866828,32
CoulombEdge,123,2,0.6313691437244415,1.0187232464672993,32
CoulombEdge,123,3,0.7877011299133299,1.3259508416800039,31
CoulombEdge,123,4,0.6194064847884639,0.8589247529033732,31
CoulombEdge,123,5,0.6681944170305806,0.9077326394770981,31
CoulombEdge,123,6,0.7024412539697464,1.2673675997708558,31
CoulombEdge,123,7,0.8864220611510738,1.3552176659225108,31
CoulombEdge,123,8,0.7309416032606556,1.0362290558981055,31
CoulombEdge,123,9,0.7689242901340608,1.0558825464586443,31
CoulombEdge,123,10,0.5728830214469663,0.7954837861235694,31
CoulombEdge,2026,1,0.4666636362671854,0.6980569179168031,32
CoulombEdge,2026,2,0.7098951190710069,1.0181460417884325,32
CoulombEdge,2026,3,0.7906002536896736,1.3065143502841716,31
CoulombEdge,2026,4,0.6569706778372489,0.9207313333054566,31
CoulombEdge,2026,5,0.6525793152470742,0.9356017527209768,31
CoulombEdge,2026,6,0.6704272377875545,1.2650394983692588,31
CoulombEdge,2026,7,0.8945858286273095,1.3599273411402522,31
CoulombEdge,2026,8,0.6844305915217246,0.987639859397996,31
CoulombEdge,2026,9,0.739780995153612,1.0709223370743126,31
CoulombEdge,2026,10,0.5641552940491706,0.8182334615524511,31
CoulombEdge,17,1,0.4676941037178039,0.7287647603659629,32
CoulombEdge,17,2,0.6874709427356722,1.128690448128176,32
CoulombEdge,17,3,0.7879484545799994,1.2988673672950048,31
CoulombEdge,17,4,0.5615064636353523,0.8082318504536405,31
CoulombEdge,17,5,0.6734072623714324,1.0051883173924239,31
CoulombEdge,17,6,0.6911704078797373,1.268539175735557,31
CoulombEdge,17,7,0.8791557319702641,1.339283675536359,31
CoulombEdge,17,8,0.7223398377818446,1.0368247185600574,31
CoulombEdge,17,9,0.7754425771774784,1.087416779382523,31
CoulombEdge,17,10,0.5630316272858652,0.8301653092367414,31
CoulombEdge,99,1,0.5004805773496628,0.7244914825418374,32
CoulombEdge,99,2,0.6652678474783899,1.091909620877767,32
CoulombEdge,99,3,0.7823271905222247,1.2879485526579186,31
CoulombEdge,99,4,0.5972814790664183,0.8521401311636828,31
CoulombEdge,99,5,0.6593531254799135,0.9999609998467802,31
CoulombEdge,99,6,0.6916872224500102,1.2852912293187824,31
CoulombEdge,99,7,0.8859512767484111,1.3643546394787407,31
CoulombEdge,99,8,0.6735577583312988,0.977929692173053,31
CoulombEdge,99,9,0.7541890375075803,1.0416739798307162,31
CoulombEdge,99,10,0.5822021115210748,0.8312650789178476,31
CoulombEdge,314,1,0.4994012936949729,0.8069568174009886,32
CoulombEdge,314,2,0.6603788584470749,0.9849252440039237,32
CoulombEdge,314,3,0.802659526948006,1.3484158120804968,31
CoulombEdge,314,4,0.6043222950350854,0.8463253260694225,31
CoulombEdge,314,5,0.6579415182913503,0.938548234692948,31
CoulombEdge,314,6,0.6988327580113567,1.2465645957924363,31
CoulombEdge,314,7,0.88137060980643,1.3606576313280283,31
CoulombEdge,314,8,0.7195784353440807,1.0519557963304265,31
CoulombEdge,314,9,0.7752835212215302,1.055729009380663,31
CoulombEdge,314,10,0.5759764948198871,0.8687976286927866,31
CoulombEdgeBoth,42,1,0.4850959405303002,0.8258281762033217,32
CoulombEdgeBoth,42,2,0.6884069740772248,1.0758546896119718,32
CoulombEdgeBoth,42,3,0.7808753290484028,1.2954756653487427,31
CoulombEdgeBoth,42,4,0.5641628696072485,0.8237592808708354,31
CoulombEdgeBoth,42,5,0.6714037618329448,0.9741097167677681,31
CoulombEdgeBoth,42,6,0.7009148751535723,1.2937755897402574,31
CoulombEdgeBoth,42,7,0.9015504967781807,1.3714492645771859,31
CoulombEdgeBoth,42,8,0.7160340432197817,1.0198307331187138,31
CoulombEdgeBoth,42,9,0.7644107341766357,1.128667401491244,31
CoulombEdgeBoth,42,10,0.5790627617989818,0.8025135085576105,31
CoulombEdgeBoth,1,1,0.46434847265481954,0.6901350599825167,32
CoulombEdgeBoth,1,2,0.6357917711138725,0.9142571616419704,32
CoulombEdgeBoth,1,3,0.7604326048204976,1.31211293420247,31
CoulombEdgeBoth,1,4,0.5866829964422411,0.8180308935770025,31
CoulombEdgeBoth,1,5,0.662138908140121,0.9686285159569846,31
CoulombEdgeBoth,1,6,0.6674441060712262,1.2451133063612236,31
CoulombEdgeBoth,1,7,0.9044899825126895,1.3596757068849283,31
CoulombEdgeBoth,1,8,0.6838673007103705,0.9711350288951845,31
CoulombEdgeBoth,1,9,0.7645402569924632,1.0871871931843975,31
CoulombEdgeBoth,1,10,0.5985520116744502,0.8571095460102504,31
CoulombEdgeBoth,7,1,0.49996270984411245,0.8469681920985227,32
CoulombEdgeBoth,7,2,0.6974257454276085,1.0916258664510805,32
CoulombEdgeBoth,7,3,0.7795320095554474,1.3434875275876155,31
CoulombEdgeBoth,7,4,0.6813507387715002,0.9313185783673122,31
CoulombEdgeBoth,7,5,0.6495356636662637,0.9786945687959214,31
CoulombEdgeBoth,7,6,0.6827162081195464,1.2705941747078182,31
CoulombEdgeBoth,7,7,0.890944807760177,1.3214797738860016,31
CoulombEdgeBoth,7,8,0.7214754550687729,1.0351659679381109,31
CoulombEdgeBoth,7,9,0.7508213443140831,1.0310156915826743,31
CoulombEdgeBoth,7,10,0.5695121442117999,0.7847694768644775,31
CoulombEdgeBoth,123,1,0.5109482556581497,0.8622780826505873,32
CoulombEdgeBoth,123,2,0.6810699850320817,1.0398360168873004,32
CoulombEdgeBoth,123,3,0.7715242293573193,1.2627242922514776,31
CoulombEdgeBoth,123,4,0.595815497059976,0.8371455036149121,31
CoulombEdgeBoth,123,5,0.6430431642839985,0.9075343918403914,31
CoulombEdgeBoth,123,6,0.6863535219623199,1.2734271226735767,31
CoulombEdgeBoth,123,7,0.8832231836934245,1.3201219642440567,31
CoulombEdgeBoth,123,8,0.7354877687269642,1.039697562012223,31
CoulombEdgeBoth,123,9,0.776465169845089,1.08800031970475,31
CoulombEdgeBoth,123,10,0.5757197410829605,0.8607320021969248,31
CoulombEdgeBoth,2026,1,0.4534386321902275,0.7101189776511246,32
CoulombEdgeBoth,2026,2,0.653208427131176,1.0190007020471206,32
CoulombEdgeBoth,2026,3,0.7789129749421151,1.2730546065665886,31
CoulombEdgeBoth,2026,4,0.6535329203451832,0.8677595182139171,31
CoulombEdgeBoth,2026,5,0.6677398681640625,0.9115279018291468,31
CoulombEdgeBoth,2026,6,0.6895175441618888,1.2980751135858546,31
CoulombEdgeBoth,2026,7,0.8970642435935238,1.3726883981156444,31
CoulombEdgeBoth,2026,8,0.7138517595106555,1.0333486952521962,31
CoulombEdgeBoth,2026,9,0.7652087673064201,1.0915005252295233,31
CoulombEdgeBoth,2026,10,0.5641679456157068,0.8724146807788632,31
CoulombEdgeBoth,17,1,0.5029135718941689,0.7764334000288471,32
CoulombEdgeBoth,17,2,0.6515375077724457,1.0149319083773494,32
CoulombEdgeBoth,17,3,0.7712729284840244,1.2931054153851527,31
CoulombEdgeBoth,17,4,0.5860319752846995,0.872560561892484,31
CoulombEdgeBoth,17,5,0.6428390702893657,0.90261029141825,31
CoulombEdgeBoth,17,6,0.7042790535957583,1.2610128948851502,31
CoulombEdgeBoth,17,7,0.9035634571506133,1.3847922982214915,31
CoulombEdgeBoth,17,8,0.7260081921854327,1.044490323838704,31
CoulombEdgeBoth,17,9,0.7678291874547158,1.0343413905068288,31
CoulombEdgeBoth,17,10,0.6073837511001096,0.9144930387617535,31
