variant,seed,fold,MAE,RMSE,N
Charge,314,7,0.8627280227599607,1.3344242715887813,31
Charge,314,8,0.7247228545527304,1.020161589362199,31
Charge,314,9,0.7502256516487368,1.0979552870366875,31
Charge,314,10,0.5565240075511317,0.7951374234435112,31
Invariant,42,1,0.49257505685091,0.7795639600863928,32
Invariant,42,2,0.6774509400129319,1.1149596405084752,32
Invariant,42,3,0.8034155214986494,1.3721058345891763,31
Invariant,42,4,0.5997100414768339,0.8745867563757613,31
Invariant,42,5,0.7148280066828574,0.9972069947478405,31
Invariant,42,6,0.7065759320412914,1.2667097091134436,31
Invariant,42,7,0.9072221056107553,1.3761701831687339,31
Invariant,42,8,0.6989070523169733,1.0004512882625318,31
Invariant,42,9,0.7597651481628418,1.1350389883245797,31
Invariant,42,10,0.5762936761302333,0.8730859581605026,31
Invariant,1,1,0.48860318958759297,0.7167290974568165,32
Invariant,1,2,0.6775859072804453,1.0584675348759158,32
Invariant,1,3,0.8039268139869936,1.3077676362864372,31
Invariant,1,4,0.7007933585874496,0.9329126063077332,31
Invariant,1,5,0.6422974140413346,0.9250286208557233,31
Invariant,1,6,0.6941448719270767,1.2883198175049195,31
Invariant,1,7,0.9075664820209627,1.344265519440357,31
Invariant,1,8,0.7196760792886058,1.0532086574266588,31
Invariant,1,9,0.7399764599338654,1.0345554754747983,31
Invariant,1,10,0.6033392798516058,0.885117434650438,31
Invariant,7,1,0.4827289581298828,0.7982744424571991,32
Invariant,7,2,0.6476038545370102,1.0068415458795719,32
Invariant,7,3,0.7980367906631961,1.2859415963272736,31
Invariant,7,4,0.6459319360794559,0.8881983915022573,31
Invariant,7,5,0.6635367178147838,0.908874341790373,31
Invariant,7,6,0.7012569365962861,1.2777046198256428,31
Invariant,7,7,0.8973831399794547,1.3859651344447355,31
Invariant,7,8,0.7012898691238895,1.0372564706559164,31
Invariant,7,9,0.7316379239482266,1.0400124160388253,31
Invariant,7,10,0.5627298047465664,0.8631017390677855,31
Invariant,123,1,0.5058455616235734,0.7298786793743626,32
Invariant,123,2,0.6609334722161294,1.0144374745234939,32
Invariant,123,3,0.795061303723243,1.2628285272352933,31
Invariant,123,4,0.6546228701068509,0.9237621100431825,31
Invariant,123,5,0.6443793927469561,0.908655854850878,31
Invariant,123,6,0.7209601556101153,1.3041779920436145,31
Invariant,123,7,0.8820110021098968,1.3516931836331678,31
Invariant,123,8,0.7067974921195737,1.0275874086182992,31
Invariant,123,9,0.7373010266211725,1.0927058061196582,31
Invariant,123,10,0.5577767895114037,0.8638966852550813,31
Invariant,2026,1,0.5046310052275658,0.7514467600496214,32
Invariant,2026,2,0.6315916925668718,0.9958474661623952,32
Invariant,2026,3,0.7906176967005576,1.2863887422789835,31
Invariant,2026,4,0.6831676883082237,0.8770632851089906,31
Invariant,2026,5,0.6580055144525343,0.912658731570309,31
Invariant,2026,6,0.7157277445639333,1.2717864180266258,31
Invariant,2026,7,0.8920365648884927,1.3244101328519415,31
Invariant,2026,8,0.7227377968449746,1.0454283474889643,31
Invariant,2026,9,0.751541499168642,1.169018947216211,31
Invariant,2026,10,0.5911413161985336,0.9359253889499771,31
Invariant,17,1,0.5075767785310745,0.7811741496042985,32
Invariant,17,2,0.6779443025588989,1.0125016992482625,32
Invariant,17,3,0.7980419666536392,1.3025102412201748,31
Invariant,17,4,0.7113435652948195,1.02595046281546,31
Invariant,17,5,0.6651450587857154,0.9388035017349468,31
Invariant,17,6,0.6637393505342546,1.2770355572305168,31
Invariant,17,7,0.9069197216341573,1.373250884897303,31
Invariant,17,8,0.6594619674067342,0.9549981673416461,31
Invariant,17,9,0.7335451879808981,1.0410794891179622,31
Invariant,17,10,0.5826927923387095,0.9144685182856952,31
Invariant,99,1,0.50067026168108,0.7861326197204571,32
Invariant,99,2,0.6908403709530833,1.046144350707974,32
Invariant,99,3,0.7861988698282547,1.2690894645087891,31
Invariant,99,4,0.6908696236148957,0.9249872316154,31
Invariant,99,5,0.6419099915412164,0.9239108589386775,31
Invariant,99,6,0.7035454857733944,1.2527470966183936,31
Invariant,99,7,0.8808190399600615,1.3348231778857094,31
Invariant,99,8,0.7392374084841821,1.069602929542451,31
Invariant,99,9,0.7291741524973223,1.0922535727805205,31
Invariant,99,10,0.5902272732027115,0.9460080277614549,31
Invariant,314,1,0.501775436103344,0.7361820464206195,32
Invariant,314,2,0.6249908432364464,0.961061667951207,32
Invariant,314,3,0.7765170835679576,1.2929336588767029,31
Invariant,314,4,0.6680064047536541,1.036810144320851,31
Invariant,314,5,0.6576526934100736,0.9069300002576027,31
Invariant,314,6,0.6951327247004355,1.27272747115445,31
Invariant,314,7,0.8746630107202837,1.3387722189545994,31
Invariant,314,8,0.7051386833190917,1.0286222051494365,31
Invariant,314,9,0.7592995551324659,1.0600510427658258,31
Invariant,314,10,0.6183424072880899,0.871593073050813,31
PhysEdge,42,1,0.4844157919287681,0.7362396787889136,32
PhysEdge,42,2,0.6437431424856187,0.989009727784158,32
PhysEdge,42,3,0.7832124617791945,1.2523939790133096,31
PhysEdge,42,4,0.6586940519271357,0.9342030075071318,31
PhysEdge,42,5,0.6612187816250709,0.9371664643658197,31
PhysEdge,42,6,0.6635741802953905,1.2509672679923067,31
PhysEdge,42,7,0.8900616668885755,1.367902334247187,31
PhysEdge,42,8,0.712134099775745,1.0476217800637997,31
PhysEdge,42,9,0.7614975129404378,1.0849631295701592,31
PhysEdge,42,10,0.5845319609488209,0.8111396645303938,31
PhysEdge,1,1,0.49800094217061996,0.8083473945320852,32
PhysEdge,1,2,0.676645025610924,1.1004047523871998,32
PhysEdge,1,3,0.7459231268975042,1.2680543352175109,31
PhysEdge,1,4,0.6699044858255694,0.9014591292841059,31
PhysEdge,1,5,0.6416279192893735,0.8894254296675773,31
PhysEdge,1,6,0.7021246494785435,1.2515759330850904,31
PhysEdge,1,7,0.8984544930919526,1.3388303720736194,31
PhysEdge,1,8,0.7304972756293512,1.0244797826366796,31
PhysEdge,1,9,0.7586756367837231,1.1165745358203265,31
PhysEdge,1,10,0.5778654236947335,0.8413018079898387,31
PhysEdge,7,1,0.5035960003733635,0.8285934796325961,32
PhysEdge,7,2,0.6515610069036484,0.9914255684914205,32
PhysEdge,7,3,0.789231438790598,1.3186343116705261,31
PhysEdge,7,4,0.623334223224271,0.8176033327349354,31
PhysEdge,7,5,0.6793906611780967,1.0003284462022954,31
PhysEdge,7,6,0.7023117542266847,1.2969488898798782,31
PhysEdge,7,7,0.8788140089281143,1.3553925833211538,31
PhysEdge,7,8,0.7220779311272406,1.0356861668630968,31
PhysEdge,7,9,0.7518732317032353,1.026583314407771,31
PhysEdge,7,10,0.5969463240715766,0.8546528365918363,31
PhysEdge,123,1,0.5060529708862305,0.8379123083052532,32
PhysEdge,123,2,0.6690576747059824,0.9890997274599762,32
PhysEdge,123,3,0.774422276404596,1.309086924360997,31
PhysEdge,123,4,0.6066424000647761,0.8223713632289611,31
PhysEdge,123,5,0.6853604239802207,1.0373780877155683,31
PhysEdge,123,6,0.6943721079057265,1.2741461300262682,31
PhysEdge,123,7,0.8829391733292611,1.3540750610759684,31
PhysEdge,123,8,0.7335646383223995,1.0562445862755738,31
PhysEdge,123,9,0.7504768217763594,1.0312139180529083,31
PhysEdge,123,10,0.5559096105637088,0.8148211598760444,31
PhysEdge,2026,1,0.45806023478507996,0.7264693901355976,32
PhysEdge,2026,2,0.6816778630018234,1.0753309884895346,32
PhysEdge,2026,3,0.7789713105847759,1.2688514735967853,31
PhysEdge,2026,4,0.5890085235718758,0.8544722194657303,31
PhysEdge,2026,5,0.6821208384729199,0.9409063121152277,31
PhysEdge,2026,6,0.6974972294222926,1.2732569361319974,31
PhysEdge,2026,7,0.8968226794273624,1.3722673716246172,31
PhysEdge,2026,8,0.7256193468647618,1.0189893015060676,31
PhysEdge,2026,9,0.7741589161657519,1.1265768191610375,31
PhysEdge,2026,10,0.5854407048994495,0.8223750756298491,31
PhysEdge,17,1,0.45939852297306055,0.7900849717662304,32
PhysEdge,17,2,0.6837626323103907,0.9899348336546641,32
PhysEdge,17,3,0.7772392534440563,1.2882633600171818,31
PhysEdge,17,4,0.5339811848055932,0.7737231748701656,31
PhysEdge,17,5,0.6461047587856171,0.8940595993456318,31
PhysEdge,17,6,0.6799630657319102,1.2776516807867264,31
PhysEdge,17,7,0.8980553803905365,1.3641768105490217,31
PhysEdge,17,8,0.7191958735066075,1.0200523404869446,31
PhysEdge,17,9,0.772387304613667,1.0792549200325807,31
PhysEdge,17,10,0.5908548831939695,0.8107390920551383,31
PhysEdge,99,1,0.5134988501667977,0.7593915980261382,32
PhysEdge,99,2,0.6535171866416933,0.9758677951460685,32
PhysEdge,99,3,0.7789774017949258,1.264336987809582,31
PhysEdge,99,4,0.6509020559249385,0.9296044674332151,31
PhysEdge,99,5,0.6568533143689556,0.9625395148799712,31
PhysEdge,99,6,0.686296178448585,1.2848203044526942,31
PhysEdge,99,7,0.8750921487808229,1.3454188290178857,31
PhysEdge,99,8,0.7211931674711166,1.0496385197809637,31
PhysEdge,99,9,0.780881897095711,1.0967480720424096,31
PhysEdge,99,10,0.589819985051309,0.8499793558796438,31
PhysEdge,314,1,0.4962621480226517,0.8490692921575104,32
PhysEdge,314,2,0.6478188857436179,0.9740983516253735,32
PhysEdge,314,3,0.76839050169914,1.3035299407236354,31
PhysEdge,314,4,0.6143038503585321,0.8716888860315485,31
PhysEdge,314,5,0.6554133430604012,0.9631988776102113,31
PhysEdge,314,6,0.6980982672783637,1.26845050766542,31
PhysEdge,314,7,0.8885261666390205,1.3312355046547228,31
PhysEdge,314,8,0.6990466425495763,0.9775277983333017,31
PhysEdge,314,9,0.7470415407611477,1.0693735714962955,31
PhysEdge,314,10,0.5823712041301111,0.8081744365160002,31
InvariantPhysEdge,42,1,0.49979477375745773,0.8150776774139505,32
InvariantPhysEdge,42,2,0.6434300914406775,1.033215884842251,32
InvariantPhysEdge,42,3,0.7928498944928567,1.3414193048404213,31
InvariantPhysEdge,42,4,0.7300123783849902,0.9441642211513537,31
InvariantPhysEdge,42,5,0.6517485495536558,0.8933566602137004,31
InvariantPhysEdge,42,6,0.6934324387581118,1.2634769235800305,31
InvariantPhysEdge,42,7,0.8964244665638093,1.3657756695868206,31
InvariantPhysEdge,42,8,0.7259386277967883,1.0475707319558452,31
InvariantPhysEdge,42,9,0.7437741371893113,1.058965051643623,31
InvariantPhysEdge,42,10,0.5965860351439444,0.8329904104501764,31
InvariantPhysEdge,1,1,0.4944856837391852,0.7546032377219982,32
InvariantPhysEdge,1,2,0.6291810721158984,1.0315812642089561,32
InvariantPhysEdge,1,3,0.7874812310741792,1.2616628514028003,31
InvariantPhysEdge,1,4,0.6332552894469231,0.9129851717624494,31
InvariantPhysEdge,1,5,0.6392228449544599,0.9735910278048878,31
InvariantPhysEdge,1,6,0.722948520414291,1.3078109178746093,31
InvariantPhysEdge,1,7,0.9048166236569806,1.376883841419922,31
InvariantPhysEdge,1,8,0.7249215110655753,1.0544330077552384,31
InvariantPhysEdge,1,9,0.7362903395006736,1.027551053394713,31
InvariantPhysEdge,1,10,0.6036026400904501,0.9058035861952974,31
InvariantPhysEdge,7,1,0.49526589363813406,0.7991124618071331,32
InvariantPhysEdge,7,2,0.6585551276803016,1.0494990237941246,32
InvariantPhysEdge,7,3,0.7788506707837505,1.274616031877772,31
InvariantPhysEdge,7,4,0.6853705990699029,0.9471615408255335,31
InvariantPhysEdge,7,5,0.622300878647835,0.9584397935222956,31
InvariantPhysEdge,7,6,0.6985178685957386,1.2729280898381148,31
InvariantPhysEdge,7,7,0.9000175729874644,1.3460588018441522,31
InvariantPhysEdge,7,8,0.7183391970972861,1.0492179128963066,31
InvariantPhysEdge,7,9,0.7807135658879435,1.085948681910425,31
InvariantPhysEdge,7,10,0.588252805894421,0.8544140394512899,31
InvariantPhysEdge,123,1,0.5150816217064857,0.7810739417444182,32
InvariantPhysEdge,123,2,0.683611124753952,1.1053763064222537,32
InvariantPhysEdge,123,3,0.8000684092121738,1.3219483128633909,31
InvariantPhysEdge,123,4,0.7159696317488149,0.9676835040722388,31
InvariantPhysEdge,123,5,0.6614641604884979,0.9301934480460485,31
InvariantPhysEdge,123,6,0.6911971645970499,1.2667112677684087,31
InvariantPhysEdge,123,7,0.9000592193295879,1.3629287565937807,31
InvariantPhysEdge,123,8,0.7042875136098553,1.0232509703303456,31
InvariantPhysEdge,123,9,0.7540257592355052,1.1315090844728768,31
InvariantPhysEdge,123,10,0.5780751166805145,0.9543055815089643,31
InvariantPhysEdge,2026,1,0.5016150251030922,0.7894705932557228,32
InvariantPhysEdge,2026,2,0.6649848669767381,1.0010325756657392,32
InvariantPhysEdge,2026,3,0.7977284769858081,1.3133813871151685,31
InvariantPhysEdge,2026,4,0.6632176983741023,0.9202426970700547,31
InvariantPhysEdge,2026,5,0.6395234215644098,0.8912316996294792,31
InvariantPhysEdge,2026,6,0.6363869559380315,1.2020532320732935,31
InvariantPhysEdge,2026,7,0.892877797926626,1.3650032134111818,31
InvariantPhysEdge,2026,8,0.7158689652719804,1.0283758124462574,31
InvariantPhysEdge,2026,9,0.7665322442208569,1.0490725230008087,31
InvariantPhysEdge,2026,10,0.5588932421899611,0.8876605373138814,31
InvariantPhysEdge,17,1,0.506476029753685,0.799455387587172,32
InvariantPhysEdge,17,2,0.6688063666224482,0.9735054508641617,32
InvariantPhysEdge,17,3,0.8104042007077124,1.3532885214408028,31
InvariantPhysEdge,17,4,0.6414022676406368,0.90847416328585,31
InvariantPhysEdge,17,5,0.6596239843676166,0.9078687406714604,31
InvariantPhysEdge,17,6,0.7089005362602975,1.2838316246509809,31
InvariantPhysEdge,17,7,0.8983984416530978,1.3830161943959542,31
InvariantPhysEdge,17,8,0.6989593044404062,1.034463341673689,31
InvariantPhysEdge,17,9,0.7494856003792055,1.0677916826099758,31
InvariantPhysEdge,17,10,0.611942252805156,0.9109465758023692,31
InvariantPhysEdge,99,1,0.504593461751938,0.7241133621913102,32
InvariantPhysEdge,99,2,0.6523160487413406,0.9717968552782218,32
InvariantPhysEdge,99,3,0.7796097647759221,1.282245785038521,31
InvariantPhysEdge,99,4,0.7131649217297954,0.9482070540639926,31
InvariantPhysEdge,99,5,0.684157294611777,1.0292422022725272,31
InvariantPhysEdge,99,6,0.6900555087674048,1.2812643004915205,31
InvariantPhysEdge,99,7,0.9141217316350629,1.3796533238623996,31
InvariantPhysEdge,99,8,0.726545064680038,1.0393056345244438,31
InvariantPhysEdge,99,9,0.7399648004962552,1.0676423879683659,31
InvariantPhysEdge,99,10,0.6230850835000316,0.9200671862558149,31
InvariantPhysEdge,314,1,0.4826688915491104,0.800538471372363,32
InvariantPhysEdge,314,2,0.704074814915657,1.0688162931945493,32
InvariantPhysEdge,314,3,0.7928308363883725,1.315728766975679,31
InvariantPhysEdge,314,4,0.6685110369036275,0.9490866180210965,31
InvariantPhysEdge,314,5,0.6335748933976696,0.8977941192197136,31
InvariantPhysEdge,314,6,0.7062040452034245,1.2508067951653155,31
InvariantPhysEdge,314,7,0.8828039746130668,1.351580800144502,31
InvariantPhysEdge,314,8,0.7129485607147217,1.0554559812321729,31
InvariantPhysEdge,314,9,0.7457666243276289,1.097405952043766,31
InvariantPhysEdge,314,10,0.58355745192497,0.9017328256863064,31
